,d1,d2,cluster
0,8.809783,7.611147,0
657,11.482271,11.082863,0
658,10.256745,9.817834,0
659,9.263867,9.675108999999999,0
660,12.485631,11.367351,0
661,13.284204999999998,6.875322,0
662,14.295098999999999,6.457086,0
663,10.831849,11.264127,0
664,9.142095,8.792323,0
665,12.114291,9.056189999999999,0
666,9.361241,8.399722,0
667,14.156220000000001,10.033571,0
668,10.982247000000001,10.319362,0
669,15.308894,7.890213,0
670,15.245009,9.334135,0
671,12.791996000000001,5.656480999999999,0
672,10.058187,10.388088,0
673,14.114885000000001,10.555354,0
674,13.927817999999998,7.812589999999999,0
675,12.921575,7.9079440000000005,0
676,11.165146,9.908106,0
677,10.137305,10.695453,0
678,9.823752,8.934781,0
679,13.436710999999999,10.727618,0
680,13.816445000000002,6.827832000000001,0
681,13.571454999999998,7.127505,0
682,15.18401,8.971322,0
683,14.619501000000001,9.327803,0
656,13.093722,8.702083,0
684,9.187688,8.318944,0
655,10.768537,9.826799000000001,0
653,10.997972,8.023078,0
626,15.466414000000002,8.186728,0
627,11.11321,8.163141,0
628,12.321731,8.2783,0
629,11.544982000000001,10.532122,0
630,15.251616,9.323279,0
631,14.076915,9.126124,0
632,9.799263,10.497828,0
633,10.367531,9.596489,0
634,14.363692000000002,8.303235,0
635,15.009216,8.525306,0
636,14.080224,9.00573,0
637,14.338515,7.470244999999999,0
638,11.831923,7.923853,0
639,12.23211,7.685469,0
640,12.568517,7.997786,0
641,9.919575,6.584701,0
642,13.748555,10.227921,0
643,11.083963,8.935748,0
644,12.451495,7.6450380000000004,0
645,10.442236999999999,8.0468,0
646,13.445472,7.144403,0
647,11.38078,10.369708000000001,0
648,9.971003999999999,7.7802039999999995,0
649,12.918224,7.859075999999999,0
650,15.088470000000001,8.956548,0
651,14.182929000000001,10.530591000000001,0
652,10.078398,6.738377000000001,0
654,9.256527,8.384561999999999,0
625,14.070959,7.6071550000000006,0
685,11.652688000000001,7.0842979999999995,0
687,14.705873,10.02109,0
719,14.029798000000001,8.030588,0
720,11.98294,10.556113999999999,0
721,14.385678,10.491702,0
722,14.744164000000001,7.137071000000001,0
723,14.651739000000001,7.1603259999999995,0
724,13.625866,8.724216,0
725,10.586005,6.300031,0
726,13.038178,6.143726999999999,0
727,10.358088,7.1105979999999995,0
728,15.218923,9.770154,0
729,14.403777,9.716157,0
730,10.644364999999999,5.867697,0
731,12.182271,9.330356,0
732,11.762921,11.031744999999999,0
733,12.28452,10.193484,0
734,9.696012,9.920653999999999,0
735,9.263811,9.431705000000001,0
736,11.554902,11.187994,0
737,13.975432999999999,9.653181,0
738,9.296032,8.941912,0
739,15.212855,8.888133,0
740,13.193009,11.373789,0
741,10.172889999999999,6.528154,0
742,10.740586,10.601436999999999,0
743,10.768198,6.874358,0
744,10.009943,7.865461,0
745,15.174351000000001,8.561474,0
718,14.053382000000001,7.910480000000001,0
686,10.090506,7.413146,0
717,9.358056,8.694488,0
715,15.215679000000002,9.365814,0
688,10.381018,7.1344710000000005,0
689,14.858395000000002,8.803081,0
690,9.564036,6.8845350000000005,0
691,9.201222999999999,9.172544,0
692,10.932295,10.9994,0
693,10.410347,7.528344000000001,0
694,13.063035000000001,7.020538,0
695,13.012642,9.133683999999999,0
696,12.228514,7.679904,0
697,11.064774,9.514375999999999,0
698,10.433167999999998,6.784588,0
699,13.954298999999999,7.294426,0
700,12.640934,7.101787,0
701,10.441883,7.665823,0
702,11.417171000000002,7.538549000000001,0
703,11.567045,8.817093,0
704,15.439589999999999,8.026492999999999,0
705,10.359937,10.254837,0
706,14.422972,9.802779,0
707,11.477478,7.146463000000001,0
708,14.705992000000002,9.211236999999999,0
709,12.825523,10.644404,0
710,14.310111,7.955089999999999,0
711,9.479719000000001,7.581505,0
712,11.25642,5.760038,0
713,13.647328,7.998586,0
714,9.724373,8.703555,0
716,11.452172000000001,7.333899000000001,0
623,12.139363000000001,10.899022,0
622,13.594284,11.398085,0
621,11.039977,8.727893,0
531,12.711283,8.789611,0
532,11.159588000000001,6.099215,0
533,12.564496,8.440555999999999,0
534,14.877943,9.994827,0
535,11.739627,7.48055,0
536,14.828529999999999,8.300730999999999,0
537,13.579979999999999,9.474210000000001,0
538,9.865995,7.04674,0
539,13.277697,8.784517999999998,0
540,13.384955,8.990072999999999,0
541,14.940117,9.186763000000001,0
542,9.488056,9.499338,0
543,10.563122,7.662337,0
544,9.235342,8.277059,0
545,14.855328,10.238964,0
546,15.393563,8.133919,0
547,12.593637,9.563616,0
548,9.990399,7.475941000000001,0
549,14.392284,9.122481,0
550,15.244205,8.127742999999999,0
551,13.057822,7.1406350000000005,0
552,12.681108,11.528972999999999,0
553,12.593154,6.314322,0
554,13.684204000000001,5.6796489999999995,0
555,10.690714,5.910972,0
556,9.443963,7.981731,0
557,11.088643,9.669616,0
530,10.037939,7.574472999999999,0
558,15.352259,8.392686999999999,0
529,11.455599000000001,5.49669,0
527,14.831281,7.037778,0
500,15.483963000000001,8.536093,0
501,9.302266,8.861015,0
502,9.190767,8.635822000000001,0
503,9.669546,10.479175,0
504,11.349948,6.555915,0
505,15.033198,7.251656,0
506,15.226482999999998,7.647297,0
507,12.378816,7.0711520000000005,0
508,11.903089999999999,7.279613,0
509,15.232101,8.278193,0
510,12.333202,7.252878,0
511,11.786325,7.443645,0
512,15.122148000000001,7.991356,0
513,13.811322,9.247271000000001,0
514,13.354520999999998,11.016747,0
515,14.898926000000001,9.871250999999999,0
516,14.627355,7.564961,0
517,15.119280999999999,7.276578,0
518,11.238563000000001,10.112326,0
519,12.747731,5.60194,0
520,12.489832,6.982588000000001,0
521,13.913707,10.315791,0
522,9.376586,8.064351,0
523,14.420009,7.696497999999999,0
524,9.003772,8.388904,0
525,11.647688,8.366928999999999,0
526,10.173478999999999,8.076015,0
528,9.107258999999999,9.317832000000001,0
559,15.185039999999999,9.198326,0
560,13.341617000000001,6.301481,0
561,10.509051,10.985684,0
594,11.876453,11.045372,0
595,13.306554,10.082577,0
596,13.94771,9.665133,0
597,10.854871000000001,7.105713000000001,0
598,10.733872,10.442392,0
599,9.769249,6.559750999999999,0
600,12.685212,10.275229,0
601,13.165636,6.4294970000000005,0
602,11.463186,9.40981,0
603,9.209731,8.614616999999999,0
604,13.799973000000001,6.431171,0
605,13.319366,11.378881,0
606,13.021065,8.177925,0
607,10.443752,9.983639,0
608,12.177624,8.918921000000001,0
609,14.452888,10.178671000000001,0
610,11.6481,10.371972999999999,0
611,11.554307000000001,11.501471,0
612,14.017493,8.392248,0
613,14.961936999999999,7.88313,0
614,10.395455,8.101399,0
615,14.897748000000002,8.321614,0
616,9.538917999999999,9.324792,0
617,10.534407,6.855857,0
618,13.412332999999999,6.871552,0
619,9.032386,8.951305,0
620,10.568859,10.14592,0
593,10.952518,9.123736,0
592,10.705625,6.716127,0
591,14.570234,7.65119,0
590,13.787551,10.176782000000001,0
562,10.653542999999999,6.772158999999999,0
563,9.886398,7.383131,0
564,10.330361,7.014028999999999,0
565,11.597665,9.102673,0
566,9.215836999999999,8.964931,0
567,14.314407000000001,7.729475,0
568,13.584613000000001,7.188097999999999,0
569,10.659423,6.883138000000001,0
570,12.717114,7.147808,0
571,10.922353,11.489424,0
572,11.000541,7.426921000000001,0
573,10.208475,6.622605999999999,0
574,11.862019,9.865209,0
746,13.305005,11.467238,0
575,11.209004,8.839366,0
577,10.061459,8.271841,0
578,11.953165,6.822955,0
579,10.796247,9.252429,0
580,15.38086,8.138967,0
581,11.925966,9.264407,0
582,11.62539,11.104558,0
583,15.091329,7.707609,0
584,9.923935,8.432939999999999,0
585,14.527204999999999,8.697161,0
586,10.243764,9.23058,0
587,15.369001,7.907358,0
588,11.915964,6.866109,0
589,11.905886,7.944267,0
576,9.545351,8.056005,0
747,11.093351,6.8270550000000005,0
748,15.225057000000001,8.289679,0
